year,industry1,industry2,occupation1,resignation_rate
2016,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",2.2
2016,services,transportation and storage,total,1.4
2016,services,transportation and storage,"professional, managers, executive and technicians",1.1
2016,services,transportation and storage,"clerical, sales and services workers",1.4
2016,services,transportation and storage,"production and transport operators, cleaners and labourers",1.6
2016,services,accommodation and food services,total,3.6
2016,services,accommodation and food services,"professional, managers, executive and technicians",2.2
2016,services,accommodation and food services,"clerical, sales and services workers",4.1
2016,services,accommodation and food services,"production and transport operators, cleaners and labourers",3.5
2016,services,information and communications,total,1.7
2016,services,information and communications,"professional, managers, executive and technicians",1.6
2016,services,information and communications,"clerical, sales and services workers",2.6
2016,services,information and communications,"production and transport operators, cleaners and labourers",1.9
2016,services,financial and insurance services,total,1.2
2016,services,financial and insurance services,"professional, managers, executive and technicians",1.1
2016,services,financial and insurance services,"clerical, sales and services workers",1.8
2016,services,financial and insurance services,"production and transport operators, cleaners and labourers",1.2
2016,services,real estate services,total,2.9
2016,services,real estate services,"professional, managers, executive and technicians",1.3
2016,services,real estate services,"clerical, sales and services workers",3.4
2016,services,real estate services,"production and transport operators, cleaners and labourers",4.2
2016,services,professional services,total,1.6
2016,services,professional services,"professional, managers, executive and technicians",1.6
2016,services,professional services,"clerical, sales and services workers",2.3
2016,services,professional services,"production and transport operators, cleaners and labourers",1.6
2016,services,administrative and support services,total,3.5
2016,services,administrative and support services,"professional, managers, executive and technicians",2.1
2016,services,administrative and support services,"clerical, sales and services workers",3.1
2016,services,administrative and support services,"production and transport operators, cleaners and labourers",4.3
2016,services,"community, social and personal services",total,1
2016,services,"community, social and personal services","professional, managers, executive and technicians",0.8
2016,services,"community, social and personal services","clerical, sales and services workers",1.7
2016,services,"community, social and personal services","production and transport operators, cleaners and labourers",1.6
